experiment_id,config_id,seed,n_agents,game_type,complexity_penalty,initial_precision,max_precision,min_precision,γ_update_factor,prior_α,prior_β,action_precision,structure_learning_threshold,bias,bias_duration,post_bias_duration,adoption_at_bias_end,gamma_at_bias_end,final_adoption,final_gamma,final_correlation,true_cooperation_rate,false_cooperation_rate,cooperation_gap,mean_ingroup_belief,mean_outgroup_belief,belief_difference,institution_emerged,self_fulfilling,elapsed_time
exp9_func_vs_learn,1,90101,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.5,2.8721512732962666,0.125,5.7695360502537065,-0.046754992319508415,0.044,0.28545454545454546,-0.24145454545454548,0.3015716333095989,0.327791292671773,-0.026219659362174075,false,false,1.9639999866485596
exp9_func_vs_learn,1,90102,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.4375,2.117497653383498,0.125,3.9101388042557925,-0.047067328357625726,0.21,0.12,0.09,0.13659591510531918,0.17975714309869342,-0.04316122799337424,false,false,1.9519999027252197
exp9_func_vs_learn,1,90103,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.4375,2.5715139935871267,0.125,4.622264344629546,-0.03213967015638894,0.10666666666666667,0.15,-0.04333333333333332,0.1379535644386644,0.16256014788226333,-0.024606583443598923,false,false,1.9649999141693115
exp9_func_vs_learn,1,90104,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.4375,1.5830331229389851,0.0,3.2385397642946474,-0.026482593508379462,0.068,0.09818181818181818,-0.03018181818181817,0.12264944312738282,0.13717633810242533,-0.014526894975042504,false,false,2.009999990463257
exp9_func_vs_learn,1,90105,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.5,2.5612570513809265,0.0625,5.180055550633312,-0.005740746825124904,0.17,0.0975,0.07250000000000001,0.2019228186702705,0.2070389472250263,-0.005116128554755794,false,false,1.997999906539917
exp9_func_vs_learn,1,90106,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.4375,1.4942438295741756,0.875,4.957843952819628,0.12853776066325778,0.5583333333333333,0.285,0.2733333333333334,0.34844884817839744,0.23831732712997097,0.11013152104842647,true,true,1.9590001106262207
exp9_func_vs_learn,1,90107,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.625,2.585842773486684,0.0,5.326071668103666,-0.016053242106090992,0.06,0.12,-0.06,0.15575648221361613,0.15936418808104905,-0.00360770586743292,false,false,2.004000186920166
exp9_func_vs_learn,1,90108,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.75,2.1631521375885945,0.9375,4.764174009255445,0.03461899546236896,0.5888888888888889,0.5542857142857143,0.034603174603174636,0.4114777987822383,0.39205819768684835,0.019419601095389927,true,false,1.9509999752044678
exp9_func_vs_learn,1,90109,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.4375,1.6239738082195585,0.0625,2.8277317919430858,-0.019372542595019665,0.09636363636363636,0.184,-0.08763636363636364,0.1412565892334156,0.17371076546696146,-0.03245417623354585,false,false,1.9539999961853027
exp9_func_vs_learn,1,90110,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.6875,1.8610331794185169,0.0,5.275379491220571,-0.002044686964411735,0.0890909090909091,0.088,0.0010909090909091007,0.1911051180236688,0.21493597967086242,-0.023830861647193613,false,false,1.9830000400543213
exp9_func_vs_learn,1,90111,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.375,1.5284221345625397,0.3125,5.291813594051045,0.04674516588292471,0.256,0.3,-0.043999999999999984,0.2723995688873536,0.24687995167154364,0.025519617215809975,false,false,1.996999979019165
exp9_func_vs_learn,1,90112,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.6875,2.893207549807868,1.0,6.242752339628782,-0.009375914127185525,0.8857142857142857,0.5044444444444445,0.3812698412698412,0.4736692542063336,0.46526624423794727,0.008403009968386332,true,true,1.9470000267028809
exp9_func_vs_learn,1,90113,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.1875,1.2720956149943112,0.0625,2.7524601995720843,0.00596314616734861,0.12,0.1625,-0.04250000000000001,0.14859378705722082,0.14291701760844627,0.0056767694487745435,false,false,1.930999994277954
exp9_func_vs_learn,1,90114,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.4375,1.8959604036719468,0.75,5.835624100294153,0.02982400360857601,0.5044444444444445,0.38571428571428573,0.11873015873015874,0.3024621079392787,0.28209050688972476,0.020371601049553933,true,true,2.003999948501587
exp9_func_vs_learn,1,90115,16,HighFunctionalityPD,0.05,1.0,10.0,0.1,1.05,1.0,1.0,2.0,10,0.15,100,300,0.375,2.3409559927800787,0.9375,5.564207476719981,-0.035193023739099605,0.7733333333333333,0.438,0.3353333333333333,0.3581931029709339,0.3644252121900528,-0.006232109219118931,true,true,1.9570000171661377
