experiment_id,config_id,seed,n_agents,game_type,complexity_penalty,initial_precision,max_precision,min_precision,γ_update_factor,prior_α,prior_β,action_precision,structure_learning_threshold,bias,bias_duration,post_bias_duration,adoption_at_bias_end,gamma_at_bias_end,final_adoption,final_gamma,final_correlation,true_cooperation_rate,false_cooperation_rate,cooperation_gap,mean_ingroup_belief,mean_outgroup_belief,belief_difference,institution_emerged,self_fulfilling,elapsed_time
exp3_action_precision,1,3101,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.125,1.074744021890038,0.0,1.1049928365064963,0.0037566256625662375,0.284,0.2966666666666667,-0.012666666666666715,0.34297123383847294,0.3410112687973747,0.001959965041098244,false,false,2.1040000915527344
exp3_action_precision,1,3102,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.1875,1.1692131367959693,0.0,1.7168708358934213,-0.00825813508340173,0.32,0.382,-0.062,0.3347620955714719,0.34566917371999295,-0.010907078148521043,false,false,2.1470000743865967
exp3_action_precision,1,3103,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.125,1.1264203363978558,0.0,1.2551300929692453,0.011608933476351058,0.312,0.33636363636363636,-0.024363636363636365,0.348290776596612,0.3419210591047607,0.006369717491851279,false,false,2.1700000762939453
exp3_action_precision,1,3104,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.1875,1.1284780143325144,0.0,1.1974821610652802,-0.002943680731745113,0.36857142857142855,0.37555555555555553,-0.0069841269841269815,0.35783791199996545,0.3581938026492589,-0.0003558906492934222,false,false,2.1520001888275146
exp3_action_precision,1,3105,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.125,1.1298117439421052,0.0625,1.4687981195084563,-0.0038783790573811983,0.30857142857142855,0.36444444444444446,-0.05587301587301591,0.35649055107955324,0.35892487485847363,-0.0024343237789203886,false,false,2.1599998474121094
exp3_action_precision,1,3106,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.1875,1.303459081083341,0.0625,2.116868952318611,0.006488148814881467,0.35,0.354,-0.0040000000000000036,0.3678788554613747,0.3590653847179769,0.008813470743397833,false,false,2.128999948501587
exp3_action_precision,1,3107,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.125,1.0486007231008,0.0625,1.0637758271392337,0.0007343244215321509,0.34,0.3628571428571429,-0.022857142857142854,0.3501977753388689,0.3474287467537645,0.002769028585104416,false,false,2.1670000553131104
exp3_action_precision,1,3108,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.125,1.0645239094288,0.0,1.2205708665317778,0.013964832930350168,0.3333333333333333,0.325,0.008333333333333304,0.35390255381675534,0.3359471805226106,0.01795537329414476,false,false,2.171999931335449
exp3_action_precision,1,3109,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.125,1.043851515286593,0.0,1.0590867118291645,-0.010028206172340681,0.3575,0.3225,0.034999999999999976,0.34695018867285005,0.3567369077680188,-0.009786719095168761,false,false,2.126999855041504
exp3_action_precision,1,3110,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.1875,1.1589166247248064,0.0,1.5375780730560855,-0.010616010006253895,0.3514285714285714,0.3466666666666667,0.004761904761904745,0.34548566878145515,0.3573096480319054,-0.011823979250450256,false,false,2.183000087738037
exp3_action_precision,1,3111,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.0625,1.0398349798049042,0.0,1.0602572006270883,-0.012372088920254043,0.3825,0.3725,0.010000000000000009,0.33893893957390575,0.3494557281591774,-0.010516788585271664,false,false,2.1440000534057617
exp3_action_precision,1,3112,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.125,1.014606034139464,0.0,1.176194825713011,0.004097163034214035,0.345,0.3516666666666667,-0.00666666666666671,0.34921567766780703,0.3486618458064256,0.0005538318613814153,false,false,2.2199997901916504
exp3_action_precision,1,3113,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.1875,1.098783308607914,0.125,1.4958304251048657,0.012417391331641547,0.36,0.38,-0.020000000000000018,0.3722210189721697,0.3602768977597264,0.011944121212443315,false,false,2.1089999675750732
exp3_action_precision,1,3114,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.1875,1.1268535268214461,0.0625,1.413012673477994,0.03171905239202932,0.3490909090909091,0.312,0.03709090909090912,0.3670336497438159,0.32885723527847033,0.03817641446534559,false,false,2.1620001792907715
exp3_action_precision,1,3115,16,PrisonersDilemma,0.05,1.0,10.0,0.1,1.05,1.0,1.0,0.5,10,0.05,100,300,0.0625,1.0725254910705302,0.0,1.1027121114115659,0.004115574613204942,0.3333333333333333,0.3342857142857143,-0.0009523809523809823,0.34202929786443714,0.3370564159526519,0.004972881911785243,false,false,2.184999942779541
